JDTDB,CalendarDate(TDB),X,Y,Z,VX,VY,VZ,LT,RG,RR,Note
2333131.500000000,A.D.1675-Oct-1800:00:00.0000,7.265523690466193E-03,-5.243422097671729E+00,2.039304741275409E-02,7.462755193225034E-03,3.631689653403042E-04,-1.695197280447369E-04,3.028373855531705E-02,5.243466788163101E+00,-3.534845269616235E-04,
2333141.500000000,A.D.1675-Oct-2800:00:00.0000,8.189460592769464E-02,-5.239246752535228E+00,1.869606219550254E-02,7.462032462536440E-03,4.715759567384868E-04,-1.698894890137472E-04,3.026325467481368E-02,5.239920114197602E+00,-3.554975678698753E-04,
2333151.500000000,A.D.1675-Nov-0700:00:00.0000,1.565039623724940E-01,-5.233994436764470E+00,1.699528306157906E-02,7.459662924811782E-03,5.798489712145932E-04,-1.702306271646008E-04,3.024270091521987E-02,5.236361341042657E+00,-3.571855492169952E-04,
2333161.500000000,A.D.1675-Nov-1700:00:00.0000,2.310801803939084E-01,-5.227664574393873E+00,1.529102985602341E-02,7.455824838269639E-03,6.859680260480354E-04,-1.706110521442793E-04,3.022208427323692E-02,5.232791680139542E+00,-3.565450973519033E-04,
2333171.500000000,A.D.1675-Nov-2700:00:00.0000,3.056098721133893E-01,-5.220258844754851E+00,1.358362855662997E-02,7.449986200315845E-03,7.948907559684935E-04,-1.708774966735864E-04,3.020142421929994E-02,5.229214502689595E+00,-3.585753280941977E-04,
2333181.500000000,A.D.1675-Dec-0700:00:00.0000,3.800729847071121E-01,-5.211771670379293E+00,1.187349491418377E-02,7.442210829154002E-03,9.023712441665185E-04,-1.711508466691347E-04,3.018069505696141E-02,5.225625359490844E+00,-3.590769780606956E-04,
2333191.500000000,A.D.1675-Dec-1700:00:00.0000,4.544593615814853E-01,-5.202208611202842E+00,1.016086169688120E-02,7.434499821085689E-03,1.010215109697725E-03,-1.713699778516988E-04,3.015993755066258E-02,5.222031308687499E+00,-3.597092503040791E-04,
2333201.500000000,A.D.1675-Dec-2700:00:00.0000,5.287489354034477E-01,-5.191564752082472E+00,8.446190480266626E-03,7.423167909604378E-03,1.118750040740768E-03,-1.715544272801531E-04,3.013912688445873E-02,5.218428053531929E+00,-3.611279317094952E-04,
2333211.500000000,A.D.1676-Jan-0600:00:00.0000,6.029279416429999E-01,-5.179841662338110E+00,6.729772830595083E-03,7.412133892545726E-03,1.226174420805914E-03,-1.717122874157373E-04,3.011827710164367E-02,5.214818025545076E+00,-3.611942534962215E-04,
2333221.500000000,A.D.1676-Jan-1600:00:00.0000,6.769817405485707E-01,-5.167041763989348E+00,5.011944497822565E-03,7.399215423267552E-03,1.333977647453323E-03,-1.718352959891303E-04,3.009740581450139E-02,5.211204274199389E+00,-3.616142470135386E-04,
2333231.500000000,A.D.1676-Jan-2600:00:00.0000,7.508912515524987E-01,-5.153159740967181E+00,3.293174859318201E-03,7.382342994684866E-03,1.441509455449188E-03,-1.719460196947373E-04,3.007648172444827E-02,5.207581380313099E+00,-3.620794053863433E-04,
2333241.500000000,A.D.1676-Feb-0500:00:00.0000,8.246457398224571E-01,-5.138203607493727E+00,1.573654594233166E-03,7.367518082687007E-03,1.549988267071623E-03,-1.719479739898776E-04,3.005555511297055E-02,5.203958049855673E+00,-3.629609374463020E-04,
2333251.500000000,A.D.1676-Feb-1500:00:00.0000,8.982244648536688E-01,-5.122168786403337E+00,-1.461261241582726E-04,7.348535716194287E-03,1.657173539508758E-03,-1.719885656198866E-04,3.003459467979440E-02,5.200328863352696E+00,-3.629891366810846E-04,
2333261.500000000,A.D.1676-Feb-2500:00:00.0000,9.716143185336664E-01,-5.105057753649506E+00,-1.865847263998953E-03,7.328487266708208E-03,1.764758270100383E-03,-1.719635038921241E-04,3.001361479859030E-02,5.196696309528063E+00,-3.633864206134366E-04,
2333271.500000000,A.D.1676-Mar-0600:00:00.0000,1.044799994213757E+00,-5.086875241236614E+00,-3.585211623389449E-03,7.308878139935771E-03,1.872666659943311E-03,-1.718687141306921E-04,2.999263960556157E-02,5.193064567435832E+00,-3.637716456242941E-04,
2333281.500000000,A.D.1676-Mar-1600:00:00.0000,1.117761903035689E+00,-5.067615823362058E+00,-5.303704198645769E-03,7.284022228906605E-03,1.978310015397855E-03,-1.718452813086840E-04,2.997162929129262E-02,5.189426744289364E+00,-3.627763268342860E-04,
2333291.500000000,A.D.1676-Mar-2600:00:00.0000,1.190490015077025E+00,-5.047288942103763E+00,-7.021123443336054E-03,7.260250048428782E-03,2.086646467036621E-03,-1.716577744025839E-04,2.995063830151618E-02,5.185792267075053E+00,-3.639650649132844E-04,
2333301.500000000,A.D.1676-Apr-0500:00:00.0000,1.262963166362268E+00,-5.025891984428670E+00,-8.737006335691435E-03,7.234433059142710E-03,2.193414484665156E-03,-1.714846464909284E-04,2.992963793599998E-02,5.182156166501726E+00,-3.638530894810131E-04,
2333311.500000000,A.D.1676-Apr-1500:00:00.0000,1.335167648334769E+00,-5.003427574907686E+00,-1.045099639849312E-02,7.205991186057411E-03,2.298958894138347E-03,-1.713207596398261E-04,2.990863717824361E-02,5.178519998014116E+00,-3.629758206554351E-04,
2333321.500000000,A.D.1676-Apr-2500:00:00.0000,1.407088994539396E+00,-4.979902178416302E+00,-1.216279512007750E-02,7.177868437492734E-03,2.406754042530995E-03,-1.710158482863850E-04,2.988766456190836E-02,5.174888702062534E+00,-3.639537185000657E-04,
2333331.500000000,A.D.1676-May-0500:00:00.0000,1.478706887771506E+00,-4.955311878856491E+00,-1.387190365723021E-02,7.146323923828734E-03,2.511215547721206E-03,-1.707908334384651E-04,2.986668030025110E-02,5.171255389785948E+00,-3.624204357214582E-04,
2333341.500000000,A.D.1676-May-1500:00:00.0000,1.550010939240981E+00,-4.929666395009074E+00,-1.557808474904499E-02,7.113888960493413E-03,2.617018750935798E-03,-1.704707490577720E-04,2.984573483092350E-02,5.167628794193030E+00,-3.622102416902840E-04,
2333351.500000000,A.D.1676-May-2500:00:00.0000,1.620981239312802E+00,-4.902964854478395E+00,-1.728087328246538E-02,7.079600199960196E-03,2.723488722663847E-03,-1.700775977225210E-04,2.982480304203228E-02,5.164004567294246E+00,-3.629608124816425E-04,
2333361.500000000,A.D.1676-Jun-0400:00:00.0000,1.691602924160000E+00,-4.875211486295854E+00,-1.897993790950843E-02,7.044273546620483E-03,2.827257129472475E-03,-1.697200192054033E-04,2.980389501922756E-02,5.160384455365778E+00,-3.612408034647602E-04,
2333371.500000000,A.D.1676-Jun-1400:00:00.0000,1.761861676128442E+00,-4.846413163818297E+00,-2.067494320346458E-02,7.007390506578650E-03,2.932589165532002E-03,-1.692675466253253E-04,2.978303520057397E-02,5.156772689727352E+00,-3.612698227898513E-04,
2333381.500000000,A.D.1676-Jun-2400:00:00.0000,1.831738114252013E+00,-4.816567724606378E+00,-2.236539406371809E-02,6.967840240479418E-03,3.036483459110619E-03,-1.688132950358325E-04,2.976218763543999E-02,5.153163045720075E+00,-3.606317305688750E-04,
2333391.500000000,A.D.1676-Jul-0400:00:00.0000,1.901220496408610E+00,-4.785686355953757E+00,-2.405107554313867E-02,6.928555318520497E-03,3.139572308115417E-03,-1.683189670150025E-04,2.974140259181767E-02,5.149564226976972E+00,-3.589136172984731E-04,
2333401.500000000,A.D.1676-Jul-1400:00:00.0000,1.970289883316536E+00,-4.753768391400985E+00,-2.573147174866564E-02,6.885173991844270E-03,3.243411439564195E-03,-1.677741539298887E-04,2.972065024712462E-02,5.145971069877962E+00,-3.591782813589682E-04,
2333411.500000000,A.D.1676-Jul-2400:00:00.0000,2.038931877879230E+00,-4.720820254083123E+00,-2.740627790146860E-02,6.841968576447760E-03,3.346238057283669E-03,-1.671831932678935E-04,2.969994708403447E-02,5.142386428309524E+00,-3.582186431274474E-04,
2333421.500000000,A.D.1676-Aug-0300:00:00.0000,2.107131094429899E+00,-4.686850154352589E+00,-2.907517417424003E-02,6.798115998359721E-03,3.448455059353345E-03,-1.665584118596317E-04,2.967931550273864E-02,5.138814180744571E+00,-3.567024889820930E-04,
2333431.500000000,A.D.1676-Aug-1300:00:00.0000,2.174869235719348E+00,-4.651856163474592E+00,-3.073761536107640E-02,6.749528755311795E-03,3.549784041535162E-03,-1.659374391370128E-04,2.965871600122947E-02,5.135247487622490E+00,-3.560961395371403E-04,
2333441.500000000,A.D.1676-Aug-2300:00:00.0000,2.242134534492064E+00,-4.615851900878204E+00,-3.239342754885491E-02,6.702939707269636E-03,3.651252629465044E-03,-1.652138150956718E-04,2.963820518559197E-02,5.131696149983087E+00,-3.545410513582357E-04,
2333451.500000000,A.D.1676-Sep-0200:00:00.0000,2.308907597567046E+00,-4.578837411724840E+00,-3.404208407812700E-02,6.652308585430818E-03,3.751276889712809E-03,-1.645125997732390E-04,2.961774842051487E-02,5.128154170908109E+00,-3.532110615192282E-04,
2333461.500000000,A.D.1676-Sep-1200:00:00.0000,2.375175095725319E+00,-4.540819770072410E+00,-3.568324644898287E-02,6.599867922344269E-03,3.851390272670715E-03,-1.637480784615723E-04,2.959736158500302E-02,5.124624299762020E+00,-3.525690859374520E-04,
2333471.500000000,A.D.1676-Sep-2200:00:00.0000,2.440921672527518E+00,-4.501809810436661E+00,-3.731664477901579E-02,6.548992902098910E-03,3.951629294483833E-03,-1.628889061943285E-04,2.957707318617227E-02,5.121111472398924E+00,-3.510617488787124E-04,
2333481.500000000,A.D.1676-Oct-0200:00:00.0000,2.506128656860738E+00,-4.461805983478701E+00,-3.894171197878658E-02,6.492975031828627E-03,4.048851512380785E-03,-1.621127955989621E-04,2.955683785456854E-02,5.117607833341354E+00,-3.491174425629197E-04,
2333491.500000000,A.D.1676-Oct-1200:00:00.0000,2.570785173466055E+00,-4.420823006808605E+00,-4.055825804828033E-02,6.437556658621319E-03,4.147430898969327E-03,-1.612051796231155E-04,2.953671304361348E-02,5.114123330340898E+00,-3.478493594695286E-04,
2333501.500000000,A.D.1676-Oct-2200:00:00.0000,2.634872058822261E+00,-4.378863122870894E+00,-4.216579243840495E-02,6.380242439153305E-03,4.244731295047668E-03,-1.602804372148317E-04,2.951666832577368E-02,5.110652695033469E+00,-3.461820939260847E-04,
2333511.500000000,A.D.1676-Nov-0100:00:00.0000,2.698375631141460E+00,-4.335933677488899E+00,-4.376395224938642E-02,6.319935240175523E-03,4.340123123684503E-03,-1.593754966923967E-04,2.949671328213212E-02,5.107197586332153E+00,-3.442106639907213E-04,
2333521.500000000,A.D.1676-Nov-1100:00:00.0000,2.761281867087788E+00,-4.292047052466110E+00,-4.535246508113215E-02,6.260352062872114E-03,4.437493423340842E-03,-1.583164658011486E-04,2.947687989813890E-02,5.103763542345960E+00,-3.433062442389360E-04,
2333531.500000000,A.D.1676-Nov-2100:00:00.0000,2.823572068930197E+00,-4.247203710524992E+00,-4.693079968305901E-02,6.197853716688207E-03,4.531572960852441E-03,-1.573176122082035E-04,2.945712583467329E-02,5.100343232283382E+00,-3.409660353323832E-04,
2333541.500000000,A.D.1676-Dec-0100:00:00.0000,2.885234938947969E+00,-4.201418741627926E+00,-4.849874569691261E-02,6.134602767309030E-03,4.625081571141075E-03,-1.562714086106948E-04,2.943750148618833E-02,5.096945381673483E+00,-3.383507291716357E-04,
2333551.500000000,A.D.1676-Dec-1100:00:00.0000,2.946253035623855E+00,-4.154695878923538E+00,-5.005580660251820E-02,6.069058553025847E-03,4.719295001200417E-03,-1.551387067108634E-04,2.941798141497620E-02,5.093565586113685E+00,-3.373840359032267E-04,
2333561.500000000,A.D.1676-Dec-2100:00:00.0000,3.006612214315574E+00,-4.107044274576222E+00,-5.160165570667088E-02,6.002336584440411E-03,4.810587946186571E-03,-1.540330712634136E-04,2.939857539118197E-02,5.090205537252165E+00,-3.344954969986419E-04,
2333571.500000000,A.D.1676-Dec-3100:00:00.0000,3.066298754167155E+00,-4.058476742542140E+00,-5.313599648033196E-02,5.934599245555415E-03,4.902639817866522E-03,-1.528365051454526E-04,2.937931011533959E-02,5.086869858143067E+00,-3.325963376154752E-04,
2333581.500000000,A.D.1677-Jan-1000:00:00.0000,3.125295655731666E+00,-4.008995459607459E+00,-5.465830385807413E-02,5.864137483211572E-03,4.993663599186929E-03,-1.516138981689236E-04,2.936015010769719E-02,5.083552405657788E+00,-3.312888708816105E-04,
2333591.500000000,A.D.1677-Jan-2000:00:00.0000,3.183590673667149E+00,-3.958617358851354E+00,-5.616841178078720E-02,5.794779487145298E-03,5.082441296656447E-03,-1.503759163121344E-04,2.934114282680457E-02,5.080261396989499E+00,-3.273036374958443E-04,
2333601.500000000,A.D.1677-Jan-3000:00:00.0000,3.241167341706167E+00,-3.907346336198085E+00,-5.766578444707495E-02,5.721181464059722E-03,5.171173481196618E-03,-1.491024988010658E-04,2.932225962659235E-02,5.076991872225040E+00,-3.257167171772811E-04,
2333611.500000000,A.D.1677-Feb-0900:00:00.0000,3.298012749206499E+00,-3.855193404156621E+00,-5.915011466250871E-02,5.646947279893703E-03,5.258852596617915E-03,-1.477778363932307E-04,2.930351561655805E-02,5.073746447492811E+00,-3.235180673190326E-04,
2333621.500000000,A.D.1677-Feb-1900:00:00.0000,3.354112591615527E+00,-3.802172998097995E+00,-6.062114160807570E-02,5.573036000454581E-03,5.345384156269953E-03,-1.464083484853896E-04,2.928493396849497E-02,5.070529134864445E+00,-3.200079511221160E-04,
2333631.500000000,A.D.1677-Mar-0100:00:00.0000,3.409451299977470E+00,-3.748287482934610E+00,-6.207830026781560E-02,5.494271745418141E-03,5.430994064003322E-03,-1.450359512699553E-04,2.926647873845994E-02,5.067333710839111E+00,-3.188010958035731E-04,
2333641.500000000,A.D.1677-Mar-1100:00:00.0000,3.464017322750458E+00,-3.693556140936370E+00,-6.352147015348943E-02,5.417995236063546E-03,5.515909108037207E-03,-1.435707535855902E-04,2.924820106131278E-02,5.064169029143328E+00,-3.151890807770528E-04,
2333651.500000000,A.D.1677-Mar-2100:00:00.0000,3.517793968686028E+00,-3.637983990485562E+00,-6.495013220216415E-02,5.338444007322900E-03,5.598597338686556E-03,-1.421339956485581E-04,2.923006913303215E-02,5.061029583081503E+00,-3.119582109652675E-04,
2333661.500000000,A.D.1677-Mar-3100:00:00.0000,3.570769643894269E+00,-3.581582278307211E+00,-6.636394402385934E-02,5.256063507869950E-03,5.680562569318391E-03,-1.406614112977384E-04,2.921209649752421E-02,5.057917717708293E+00,-3.099843552789732E-04,
2333671.500000000,A.D.1677-Apr-1000:00:00.0000,3.622930877306954E+00,-3.524367886649241E+00,-6.776269639755081E-02,5.175700339197621E-03,5.762592277538055E-03,-1.390731578865012E-04,2.919431051346678E-02,5.054838170031919E+00,-3.064127024379500E-04,
2333681.500000000,A.D.1677-Apr-2000:00:00.0000,3.674262202686713E+00,-3.466343896082819E+00,-6.914582720805587E-02,5.090674018490662E-03,5.841666941140966E-03,-1.375508954882866E-04,2.917667241479444E-02,5.051784227916224E+00,-3.039014083574143E-04,
2333691.500000000,A.D.1677-Apr-3000:00:00.0000,3.724753315504049E+00,-3.407530368968715E+00,-7.051320345725635E-02,5.006413025527863E-03,5.920944176297333E-03,-1.359246497996331E-04,2.915923169904934E-02,5.048764461594963E+00,-3.007783601610403E-04,
2333701.500000000,A.D.1677-May-1000:00:00.0000,3.774388444051327E+00,-3.347934675665042E+00,-7.186435742303982E-02,4.921098285652464E-03,5.998819236942173E-03,-1.342657389583070E-04,2.914196249157592E-02,5.045774391010403E+00,-2.972525915181153E-04,
2333711.500000000,A.D.1677-May-2000:00:00.0000,3.823155826283652E+00,-3.287568407136682E+00,-7.319894147524915E-02,4.832535909083400E-03,6.073601470035313E-03,-1.326609633496709E-04,2.912487131316471E-02,5.042815145202424E+00,-2.939096138012534E-04,
2333721.500000000,A.D.1677-May-3000:00:00.0000,3.871043703305557E+00,-3.226449441647292E+00,-7.451673942523339E-02,4.744533714044348E-03,6.149728654037496E-03,-1.309109288069578E-04,2.910798675806552E-02,5.039891675111906E+00,-2.908269189390784E-04,
2333731.500000000,A.D.1677-Jun-0900:00:00.0000,3.918037540780988E+00,-3.164582958702562E+00,-7.581723694765731E-02,4.653966096667366E-03,6.223388224753697E-03,-1.291788467454254E-04,2.909127593261578E-02,5.036998285377727E+00,-2.879136294643328E-04,
2333741.500000000,A.D.1677-Jun-1900:00:00.0000,3.964126869290828E+00,-3.101989453627826E+00,-7.710030197123947E-02,4.563331705737227E-03,6.295140416763953E-03,-1.274285476935295E-04,2.907477893749205E-02,5.034141919216801E+00,-2.836647430916309E-04,
2333751.500000000,A.D.1677-Jun-2900:00:00.0000,4.009298093770004E+00,-3.038677535443957E+00,-7.836546716717724E-02,4.470879554425072E-03,6.367334164325125E-03,-1.255888971623173E-04,2.905847662864388E-02,5.031319261939543E+00,-2.809093409878106E-04,
2333761.500000000,A.D.1677-Jul-0900:00:00.0000,4.053539669551597E+00,-2.974660674202537E+00,-7.961243647387345E-02,4.377372102005445E-03,6.436029765706012E-03,-1.237876071194743E-04,2.904237532600486E-02,5.028531407808533E+00,-2.766808104263979E-04,
2333771.500000000,A.D.1677-Jul-1900:00:00.0000,4.096840182437271E+00,-2.909956979513030E+00,-8.084098413832637E-02,4.283101748723752E-03,6.504110749644613E-03,-1.219281353405888E-04,2.902649587328633E-02,5.025781965800516E+00,-2.725232293562125E-04,
2333781.500000000,A.D.1677-Jul-2900:00:00.0000,4.139187548206522E+00,-2.844572878652436E+00,-8.205059861321555E-02,4.185701579284450E-03,6.571897362614825E-03,-1.200143922450229E-04,2.901081475404935E-02,5.023066864170306E+00,-2.705498305162618E-04,
2333791.500000000,A.D.1677-Aug-0800:00:00.0000,4.180571137431285E+00,-2.778530782837465E+00,-8.324120971238055E-02,4.090307977207059E-03,6.636884356257253E-03,-1.180844803956979E-04,2.899536695401830E-02,5.020392160508306E+00,-2.651455256326525E-04,
2333801.500000000,A.D.1677-Aug-1800:00:00.0000,4.220978462004272E+00,-2.711839473993346E+00,-8.441233364862145E-02,3.991581906096903E-03,6.701109008287972E-03,-1.161299144983831E-04,2.898013179054446E-02,5.017754273724896E+00,-2.618996077665580E-04,
2333811.500000000,A.D.1677-Aug-2800:00:00.0000,4.260399864887258E+00,-2.644513883417398E+00,-8.556369497567150E-02,3.891952092367556E-03,6.763851569393864E-03,-1.141389322766258E-04,2.896512088135039E-02,5.015155215366383E+00,-2.584289035380056E-04,
2333821.500000000,A.D.1677-Sep-0700:00:00.0000,4.298823781241423E+00,-2.576573759570391E+00,-8.669512328163115E-02,3.793464506200687E-03,6.824369805043212E-03,-1.121210308054555E-04,2.895034908815147E-02,5.012597558659015E+00,-2.526307710365466E-04,
2333831.500000000,A.D.1677-Sep-1700:00:00.0000,4.336239796336166E+00,-2.508025370392595E+00,-8.780607634945278E-02,3.689755814193976E-03,6.883920303310537E-03,-1.101019452953111E-04,2.893579454743904E-02,5.010077518053619E+00,-2.506374689519492E-04,
2333841.500000000,A.D.1677-Sep-2700:00:00.0000,4.372638853971448E+00,-2.438892954212319E+00,-8.889652640829086E-02,3.588678046944555E-03,6.942610370447663E-03,-1.079860289881509E-04,2.892149379784873E-02,5.007601420018839E+00,-2.457645422945314E-04,
2333851.500000000,A.D.1677-Oct-0700:00:00.0000,4.408008777322376E+00,-2.369186691043212E+00,-8.996603642619856E-02,3.485882823666206E-03,6.998902154155117E-03,-1.058831640100168E-04,2.890742461437983E-02,5.005165416415090E+00,-2.410265721794751E-04,
2333861.500000000,A.D.1677-Oct-1700:00:00.0000,4.442341427818256E+00,-2.298921413941575E+00,-9.101430758631104E-02,3.380141182129769E-03,7.053508547973738E-03,-1.037808858149420E-04,2.889359732393264E-02,5.002771295289731E+00,-2.379231476691060E-04,
2333871.500000000,A.D.1677-Oct-2700:00:00.0000,4.475626685202389E+00,-2.228118890793824E+00,-9.204122425062393E-02,3.276915208945596E-03,7.107394950550388E-03,-1.015780894888332E-04,2.888002859425249E-02,5.000421942573404E+00,-2.320849002275687E-04,
2333881.500000000,A.D.1677-Nov-0600:00:00.0000,4.507854651236873E+00,-2.156786131577771E+00,-9.304626955770592E-02,3.169339610839354E-03,7.158307159102072E-03,-9.943605736293794E-05,2.886669557762609E-02,4.998113402307187E+00,-2.286388991352452E-04,
2333891.500000000,A.D.1677-Nov-1600:00:00.0000,4.539017872199938E+00,-2.084947460051601E+00,-9.402940214697640E-02,3.062226718411660E-03,7.208645530646774E-03,-9.721585195562399E-05,2.885363103716188E-02,4.995851347247454E+00,-2.243870282719012E-04,
2333901.500000000,A.D.1677-Nov-2600:00:00.0000,4.569105966120419E+00,-2.012615207243253E+00,-9.499024678493449E-02,2.955220604074489E-03,7.258124461943868E-03,-9.492809673480278E-05,2.884082003670697E-02,4.993633191279499E+00,-2.194951630552669E-04,
2333911.500000000,A.D.1677-Dec-0600:00:00.0000,4.598111003133750E+00,-1.939804660928656E+00,-9.592852768103667E-02,2.845702141982591E-03,7.303778652957922E-03,-9.271494407292195E-05,2.882826657298302E-02,4.991459626414226E+00,-2.151986823542190E-04,
2333921.500000000,A.D.1677-Dec-1600:00:00.0000,4.626024718188365E+00,-1.866537967528128E+00,-9.684412654775661E-02,2.737037481461558E-03,7.349414234419338E-03,-9.039994217755383E-05,2.881598633161479E-02,4.989333368533373E+00,-2.099685234410307E-04,
2333931.500000000,A.D.1677-Dec-2600:00:00.0000,4.652838885155789E+00,-1.792823966254715E+00,-9.773658321532548E-02,2.626041913582619E-03,7.393022533290193E-03,-8.808535362508978E-05,2.880396384019507E-02,4.987251738672678E+00,-2.059709321904881E-04,
2333941.500000000,A.D.1678-Jan-0500:00:00.0000,4.678546177323550E+00,-1.718687119131374E+00,-9.860587308693040E-02,2.515179805111165E-03,7.433710603284387E-03,-8.578281414081499E-05,2.879222046935414E-02,4.985218437042066E+00,-2.006690623651612E-04,
2333951.500000000,A.D.1678-Jan-1500:00:00.0000,4.703138855630978E+00,-1.644140370385130E+00,-9.945162309403260E-02,2.403001952954287E-03,7.475075440005871E-03,-8.337751197566520E-05,2.878074898992221E-02,4.983232211949595E+00,-1.966854798068164E-04,
2333961.500000000,A.D.1678-Jan-2500:00:00.0000,4.726610081988992E+00,-1.569200779062304E+00,-1.002736247946387E-01,2.290556119614158E-03,7.513129040223884E-03,-8.099937613004898E-05,2.876955413738844E-02,4.981293883319793E+00,-1.917012358841206E-04,
2333971.500000000,A.D.1678-Feb-0400:00:00.0000,4.748951960755987E+00,-1.493890568269895E+00,-1.010717752663498E-01,2.178430594639078E-03,7.548937758748409E-03,-7.861021939323427E-05,2.875864201849293E-02,4.979404508501933E+00,-1.855803035207731E-04,
2333981.500000000,A.D.1678-Feb-1400:00:00.0000,4.770159086898956E+00,-1.418219154457949E+00,-1.018456173415447E-01,2.062982182359477E-03,7.584520541341363E-03,-7.617294893497033E-05,2.874800774196956E-02,4.977563240599539E+00,-1.824188224073713E-04,
2333991.500000000,A.D.1678-Feb-2400:00:00.0000,4.790224665060141E+00,-1.342212530223420E+00,-1.025951966286537E-01,1.949808902022869E-03,7.616806853115207E-03,-7.373279273717273E-05,2.873766564701549E-02,4.975772562367633E+00,-1.760101095001602E-04,
2334001.500000000,A.D.1678-Mar-0600:00:00.0000,4.809142226356657E+00,-1.265883489172564E+00,-1.033201416152351E-01,1.834131086318724E-03,7.648106578834653E-03,-7.126899706861670E-05,2.872760758401940E-02,4.974031062744760E+00,-1.716215785651138E-04,
2334011.500000000,A.D.1678-Mar-1600:00:00.0000,4.826907518648918E+00,-1.189249887854003E+00,-1.040202634611348E-01,1.717633932775187E-03,7.678289477376290E-03,-6.876273371716426E-05,2.871784467000306E-02,4.972340666583569E+00,-1.676055792806960E-04,
2334021.500000000,A.D.1678-Mar-2600:00:00.0000,4.843513017416524E+00,-1.112335504087114E+00,-1.046955373395364E-01,1.603825519382529E-03,7.705356950066397E-03,-6.624691917718433E-05,2.870837552853157E-02,4.970701135561750E+00,-1.601095193462819E-04,
2334031.500000000,A.D.1678-Apr-0500:00:00.0000,4.858954960412736E+00,-1.035149269915460E+00,-1.053454948742190E-01,1.485194581790122E-03,7.730912706024969E-03,-6.375572094719256E-05,2.869919798339956E-02,4.969112092881015E+00,-1.568567322514388E-04,
2334041.500000000,A.D.1678-Apr-1500:00:00.0000,4.873228664176692E+00,-9.577180891943783E-01,-1.059702153867927E-01,1.368796037823722E-03,7.755076338191101E-03,-6.119496103286585E-05,2.869032620575206E-02,4.967575992199072E+00,-1.510265697418179E-04,
2334051.500000000,A.D.1678-Apr-2500:00:00.0000,4.886328478013154E+00,-8.800559545213681E-01,-1.065693928042753E-01,1.251832068673841E-03,7.777015446129433E-03,-5.863124479514219E-05,2.868175059074937E-02,4.966091170489476E+00,-1.452042952911602E-04,
2334061.500000000,A.D.1678-May-0500:00:00.0000,4.898251917294705E+00,-8.021800863224666E-01,-1.071428253459965E-01,1.132064461869080E-03,7.797197227205309E-03,-5.607975843722952E-05,2.867348216695733E-02,4.964659537289208E+00,-1.417238936311692E-04,
2334071.500000000,A.D.1678-May-1500:00:00.0000,4.908993515410362E+00,-7.241156415132015E-01,-1.076905449633946E-01,1.015785541941064E-03,7.816264361903465E-03,-5.343738951299782E-05,2.866552026292477E-02,4.963280976340104E+00,-1.345158466354767E-04,
2334081.500000000,A.D.1678-May-2500:00:00.0000,4.918550330490649E+00,-6.458723054214693E-01,-1.082121372640166E-01,8.963945527435089E-04,7.832218818530884E-03,-5.085990177811359E-05,2.865786254711680E-02,4.961955083949407E+00,-1.298173465242670E-04,
2334091.500000000,A.D.1678-Jun-0400:00:00.0000,4.926919262575489E+00,-5.674762584285300E-01,-1.087076709703097E-01,7.771582022674565E-04,7.846306709058134E-03,-4.826323887350376E-05,2.865051807994087E-02,4.960683428878044E+00,-1.246502586776320E-04,
2334101.500000000,A.D.1678-Jun-1400:00:00.0000,4.934097050832697E+00,-4.889429120944389E-01,-1.091768994190734E-01,6.585657130556265E-04,7.859994553033052E-03,-4.558334723866612E-05,2.864348415859176E-02,4.959465543149792E+00,-1.186992488607090E-04,
2334111.500000000,A.D.1678-Jun-2400:00:00.0000,4.940081861890868E+00,-4.102897125317834E-01,-1.096196633902900E-01,5.380923882680581E-04,7.870080664489859E-03,-4.297421419429976E-05,2.863676653863103E-02,4.958302423309248E+00,-1.141684832646140E-04,
2334121.500000000,A.D.1678-Jul-0400:00:00.0000,4.944870213733897E+00,-3.315414514018833E-01,-1.100359972689911E-01,4.192085154022218E-04,7.879355298232782E-03,-4.029343487351477E-05,2.863036291559409E-02,4.957193670350732E+00,-1.079174020254914E-04,
2334131.500000000,A.D.1678-Jul-1400:00:00.0000,4.948461443397217E+00,-2.527092500351605E-01,-1.104255533862218E-01,2.990523085531948E-04,7.887187173123410E-03,-3.759673053371021E-05,2.862427901097293E-02,4.956140274919875E+00,-1.027341174692794E-04,
2334141.500000000,A.D.1678-Jul-2400:00:00.0000,4.950852628351374E+00,-1.738191007712306E-01,-1.107884374256542E-01,1.795567427994226E-04,7.890779873831447E-03,-3.496561066415114E-05,2.861851151238832E-02,4.955141663495993E+00,-9.661388859657678E-05,
2334151.500000000,A.D.1678-Aug-0300:00:00.0000,4.952043162080650E+00,-9.488611108455272E-02,-1.111244029293837E-01,5.894066353297312E-05,7.894777445189646E-03,-3.225157249128977E-05,2.861306466742891E-02,4.954198571526264E+00,-9.156760201453643E-05,
2334161.500000000,A.D.1678-Aug-1300:00:00.0000,4.952033054801216E+00,-1.592888252312041E-02,-1.114333582569396E-01,-6.170922123933459E-05,7.896358481205668E-03,-2.954344415831000E-05,2.860794584839803E-02,4.953312275485437E+00,-8.642179635884306E-05,
2334171.500000000,A.D.1678-Aug-2300:00:00.0000,4.950819301971103E+00,6.302807308602243E-02,-1.117153728714588E-01,-1.808054553863196E-04,7.894916675200937E-03,-2.684908393568434E-05,2.860314280038250E-02,4.952480653501071E+00,-7.966397557022325E-05,
